title,season,episode,color_list,subject
Cypress Creek,29,7,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['DECIDUOUS', 'GRASS', 'RIVER', 'TREE', 'TREES']"
Trapper's Cabin,29,8,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['BUSHES', 'CABIN', 'CONIFER', 'DECIDUOUS', 'LAKE', 'MOUNTAIN', 'MOUNTAINS', 'STRUCTURE', 'TREE', 'TREES']"
Storm on the Horizon,29,9,"['Alizarin Crimson', 'Bright Red', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['BEACH', 'CLOUDS', 'GRASS', 'OCEAN', 'PALM_TREES', 'ROCKS', 'WAVES']"
Pot O' Posies,29,10,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Midnight Black', 'Prussian Blue', 'Sap Green']","['FLOWERS', 'GUEST']"
A Perfect Winter Day,29,11,"['Alizarin Crimson', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown']","['BUSHES', 'CABIN', 'CLOUDS', 'CONIFER', 'MOUNTAIN', 'SNOW', 'SNOWY_MOUNTAIN', 'STRUCTURE', 'TREE', 'TREES', 'WINTER']"
Aurora's Dance,29,12,"['Alizarin Crimson', 'Dark Sienna', 'Liquid Clear', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown']","['AURORA_BOREALIS', 'CABIN', 'CONIFER', 'LAKE', 'NIGHT', 'SNOW', 'TREE', 'TREES', 'WINTER']"
Woodman's Retreat,29,13,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['BUSHES', 'CONIFER', 'LAKE', 'MOUNTAIN', 'MOUNTAINS', 'SNOWY_MOUNTAIN', 'TREE', 'TREES']"
Babbling Brook,30,1,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['BUSHES', 'DECIDUOUS', 'GRASS', 'RIVER', 'TREE', 'WATERFALL']"
Woodgrain View,30,2,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Liquid Clear', 'Midnight Black', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['DECIDUOUS', 'FRAMED', 'GRASS', 'LAKE', 'MOUNTAIN', 'SNOWY_MOUNTAIN', 'TREE', 'WOOD_FRAMED']"
Winter's Peace,30,3,"['Alizarin Crimson', 'Bright Red', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['CABIN', 'CLOUDS', 'CONIFER', 'LAKE', 'STRUCTURE', 'TREE', 'TREES']"
Wilderness Trail,30,4,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Liquid Clear', 'Midnight Black', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['BUSHES', 'DECIDUOUS', 'PATH', 'TREE', 'TREES']"
A Copper Winter,30,5,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Liquid Clear', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['CONIFER', 'DECIDUOUS', 'LAKE', 'TREE', 'TREES']"
Misty Foothills,30,6,"['Alizarin Crimson', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['CLOUDS', 'CONIFER', 'CUMULUS', 'HILLS', 'LAKE', 'MOUNTAIN', 'TREE', 'TREES']"
Through the Window,30,7,"['Alizarin Crimson', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown']","['CONIFER', 'DECIDUOUS', 'FRAMED', 'SNOW', 'TREE', 'TREES', 'WINDOW_FRAME', 'WINTER']"
Home in the Valley,30,8,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['CABIN', 'CLOUDS', 'CONIFER', 'CUMULUS', 'GRASS', 'LAKE', 'STRUCTURE', 'TREE', 'TREES']"
Mountains of Grace,30,9,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['CIRRUS', 'CLOUDS', 'CONIFER', 'DECIDUOUS', 'GUEST', 'MOUNTAIN', 'MOUNTAINS', 'RIVER', 'SNOWY_MOUNTAIN', 'STEVE_ROSS', 'TREE', 'TREES']"
Seaside Harmony,30,10,"['Alizarin Crimson', 'Black Gesso', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Liquid Clear', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown']","['BEACH', 'CLOUDS', 'OCEAN', 'ROCKS', 'WAVES']"
A Cold Spring Day,30,11,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['BUSHES', 'CONIFER', 'LAKE', 'MOUNTAIN', 'MOUNTAINS', 'SNOWY_MOUNTAIN', 'TREE', 'TREES']"
Evening's Glow,30,12,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['CABIN', 'CONIFER', 'DECIDUOUS', 'GRASS', 'PATH', 'SUN', 'TREE', 'TREES']"
Blue Ridge Falls,30,13,"['Alizarin Crimson', 'Black Gesso', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['BUSHES', 'CONIFER', 'MOUNTAIN', 'RIVER', 'ROCKS', 'TREE', 'TREES', 'WATERFALL']"
Reflections of Calm,31,1,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['CONIFER', 'LAKE', 'MOUNTAIN', 'MOUNTAINS', 'TREE', 'TREES']"
Before the Snowfall,31,2,"['Alizarin Crimson', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown']","['BUSHES', 'CABIN', 'CLOUDS', 'CONIFER', 'RIVER', 'STRUCTURE', 'TREE', 'TREES']"
Winding Stream,31,3,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Liquid Black', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['CLOUDS', 'CONIFER', 'GRASS', 'RIVER', 'ROCKS', 'TREE', 'TREES']"
Tranquility Cove,31,4,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['DECIDUOUS', 'GRASS', 'LAKE', 'ROCKS', 'TREE', 'TREES']"
Cabin in the Hollow,31,5,"['Alizarin Crimson', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown']","['CABIN', 'CONIFER', 'FRAMED', 'OVAL_FRAME', 'RIVER', 'SNOW', 'TREE', 'TREES', 'WINTER']"
View from Clear Creek,31,6,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['BUSHES', 'CONIFER', 'GRASS', 'MOUNTAIN', 'MOUNTAINS', 'RIVER', 'TREE', 'TREES']"
Bridge to Autumn,31,7,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['BRIDGE', 'DECIDUOUS', 'LAKE', 'PATH', 'STRUCTURE', 'TREE', 'TREES']"
Trail's End,31,8,"['Alizarin Crimson', 'Black Gesso', 'Dark Sienna', 'Liquid Clear', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['CLOUDS', 'DECIDUOUS', 'PATH', 'TREE', 'TREES']"
Evergreen Valley,31,9,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Liquid Black', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['CONIFER', 'GRASS', 'MOUNTAIN', 'MOUNTAINS', 'ROCKS', 'SNOWY_MOUNTAIN', 'TREE', 'TREES']"
Balmy Beach,31,10,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Liquid Clear', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['BEACH', 'FRAMED', 'OCEAN', 'PALM_TREES', 'ROCKS', 'SEASHELL_FRAME', 'WAVES']"
Lake at the Ridge,31,11,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['CLOUDS', 'CONIFER', 'DECIDUOUS', 'GRASS', 'GUEST', 'LAKE', 'MOUNTAIN', 'MOUNTAINS', 'SNOWY_MOUNTAIN', 'STEVE_ROSS', 'TREE', 'TREES']"
In the Midst of Winter,31,12,"['Alizarin Crimson', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown']","['BARN', 'CONIFER', 'DECIDUOUS', 'FOG', 'PATH', 'SNOW', 'STRUCTURE', 'TREE', 'TREES', 'WINTER']"
Wilderness Day,31,13,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['DECIDUOUS', 'GRASS', 'MOUNTAIN', 'TREE', 'TREES']"
